45782,3G,70.0,97.0,395.0,13.0,64.0,168.0
45242,3G,94.0,79.0,366.0,35.0,59.0,182.0
49350,3G,92.0,99.0,390.0,44.0,134.0,219.0
53342,4G,131.0,87.0,391.0,0.0,128.0,180.0
48564,4G,74.0,104.0,397.0,35.0,112.0,258.0
50699,4G,111.0,99.0,426.0,47.0,97.0,205.0
52073,4G,82.0,50.0,376.0,11.0,83.0,201.0
45930,4G,103.0,116.0,386.0,8.0,77.0,172.0
49058,4G,85.0,103.0,386.0,24.0,106.0,163.0
53230,4G,87.0,143.0,379.0,73.0,113.0,263.0
45498,4G,92.0,89.0,387.0,0.0,53.0,201.0
57946,4G,106.0,113.0,382.0,10.0,89.0,175.0
44065,3G,49.0,113.0,390.0,50.0,149.0,187.0
43831,3G,70.0,101.0,388.0,46.0,77.0,124.0
40155,4G,70.0,100.0,418.0,64.0,143.0,202.0
51359,3G,72.0,85.0,378.0,14.0,83.0,188.0
43525,3G,108.0,149.0,413.0,70.0,110.0,168.0
47765,3G,106.0,77.0,393.0,11.0,64.0,180.0
54486,3G,95.0,154.0,408.0,84.0,110.0,197.0
58810,3G,78.0,86.0,377.0,21.0,122.0,215.0
51378,4G,53.0,78.0,381.0,112.0,131.0,147.0
45424,3G,69.0,90.0,393.0,119.0,137.0,182.0
49860,4G,72.0,91.0,373.0,32.0,82.0,195.0
49998,3G,123.0,94.0,399.0,32.0,83.0,178.0
44684,3G,89.0,88.0,378.0,19.0,67.0,145.0
53672,3G,55.0,83.0,419.0,1.0,163.0,198.0
47194,2G,83.0,77.0,379.0,9.0,43.0,141.0
59108,3G,89.0,96.0,382.0,29.0,104.0,194.0
59572,3G,97.0,115.0,386.0,31.0,83.0,183.0
55001,4G,117.0,89.0,385.0,17.0,68.0,171.0
46608,3G,69.0,93.0,394.0,13.0,82.0,133.0
53141,2G,55.0,84.0,381.0,0.0,101.0,159.0
57225,4G,124.0,80.0,396.0,51.0,95.0,143.0
46564,3G,75.0,89.0,396.0,23.0,103.0,185.0
40420,4G,133.0,104.0,416.0,-0.0,127.0,222.0
52305,4G,58.0,121.0,412.0,85.0,107.0,131.0
59426,3G,98.0,96.0,400.0,0.0,133.0,99.0
50231,3G,87.0,77.0,399.0,0.0,77.0,68.0
57216,4G,90.0,114.0,429.0,3.0,144.0,119.0
45303,4G,81.0,139.0,397.0,61.0,128.0,118.0
41975,4G,117.0,119.0,388.0,21.0,170.0,147.0
44155,2G,66.0,99.0,384.0,0.0,105.0,171.0
51024,3G,54.0,123.0,395.0,0.0,70.0,131.0
42184,4G,121.0,108.0,387.0,0.0,138.0,172.0
57653,4G,101.0,101.0,387.0,0.0,64.0,134.0
47989,3G,84.0,86.0,400.0,0.0,161.0,230.0
41065,3G,86.0,123.0,370.0,27.0,87.0,191.0
51092,3G,81.0,151.0,405.0,18.0,139.0,173.0
40173,4G,115.0,98.0,384.0,38.0,77.0,173.0
45693,3G,103.0,93.0,391.0,37.0,120.0,216.0
51434,4G,110.0,113.0,420.0,140.0,128.0,217.0
43522,2G,67.0,86.0,376.0,12.0,74.0,205.0
42304,3G,76.0,83.0,385.0,33.0,84.0,213.0
40808,3G,101.0,86.0,377.0,16.0,95.0,160.0
49652,3G,90.0,95.0,397.0,34.0,72.0,197.0
59971,4G,99.0,92.0,382.0,49.0,115.0,202.0
59270,4G,75.0,94.0,376.0,12.0,80.0,193.0
42543,3G,83.0,126.0,401.0,15.0,119.0,202.0
45237,3G,85.0,89.0,405.0,0.0,58.0,129.0
55599,3G,102.0,99.0,381.0,58.0,89.0,256.0
44238,3G,102.0,111.0,381.0,22.0,162.0,168.0
50943,4G,89.0,83.0,359.0,21.0,85.0,130.0
42737,3G,106.0,111.0,402.0,0.0,109.0,240.0
59226,4G,113.0,88.0,386.0,38.0,73.0,181.0
57864,3G,88.0,100.0,387.0,38.0,111.0,230.0
43044,4G,86.0,99.0,395.0,128.0,84.0,138.0
49735,2G,63.0,98.0,372.0,23.0,44.0,175.0
54838,2G,60.0,113.0,386.0,46.0,75.0,219.0
44273,4G,119.0,90.0,405.0,131.0,119.0,123.0
45358,2G,91.0,91.0,373.0,56.0,52.0,171.0
57333,4G,102.0,96.0,376.0,108.0,118.0,181.0
42877,4G,84.0,80.0,383.0,0.0,96.0,168.0
46955,3G,99.0,119.0,383.0,33.0,70.0,197.0
49103,4G,123.0,103.0,399.0,135.0,125.0,133.0
43862,4G,107.0,79.0,394.0,36.0,96.0,212.0
53469,3G,95.0,86.0,385.0,138.0,109.0,208.0
40650,2G,96.0,74.0,370.0,0.0,80.0,207.0
59027,3G,78.0,78.0,395.0,22.0,68.0,213.0
54090,4G,88.0,103.0,391.0,38.0,82.0,168.0
50842,3G,88.0,61.0,397.0,0.0,111.0,227.0
55815,4G,81.0,99.0,411.0,91.0,119.0,170.0
49764,4G,105.0,114.0,392.0,7.0,79.0,193.0
54805,4G,99.0,88.0,376.0,55.0,78.0,152.0
42058,4G,84.0,144.0,385.0,68.0,78.0,189.0
40654,4G,119.0,77.0,414.0,85.0,91.0,199.0
49133,4G,77.0,96.0,411.0,0.0,144.0,174.0
43694,4G,87.0,80.0,379.0,7.0,49.0,198.0
53710,3G,96.0,113.0,391.0,158.0,154.0,128.0
48609,3G,107.0,97.0,381.0,30.0,64.0,141.0
52609,4G,141.0,72.0,410.0,53.0,133.0,123.0
51956,4G,83.0,74.0,386.0,26.0,68.0,173.0
44414,4G,88.0,89.0,382.0,64.0,73.0,230.0
42088,3G,96.0,99.0,384.0,27.0,87.0,197.0
48482,3G,89.0,94.0,373.0,27.0,53.0,144.0
44851,3G,105.0,88.0,389.0,32.0,93.0,189.0
59697,2G,91.0,84.0,406.0,21.0,72.0,175.0
49833,3G,134.0,72.0,398.0,0.0,83.0,199.0
43799,2G,99.0,79.0,390.0,27.0,74.0,223.0
53233,3G,128.0,117.0,416.0,49.0,130.0,234.0
54068,4G,62.0,128.0,398.0,177.0,140.0,182.0
45121,2G,64.0,88.0,376.0,32.0,90.0,186.0
46105,3G,114.0,86.0,381.0,37.0,87.0,230.0
44974,3G,80.0,82.0,382.0,40.0,83.0,209.0
48286,3G,93.0,91.0,382.0,8.0,91.0,179.0
55646,3G,91.0,92.0,399.0,38.0,105.0,201.0
44687,4G,106.0,91.0,378.0,7.0,111.0,229.0
45880,2G,80.0,65.0,379.0,27.0,78.0,232.0
46906,2G,97.0,61.0,387.0,18.0,108.0,185.0
41694,4G,113.0,87.0,391.0,0.0,83.0,157.0
58712,3G,105.0,125.0,406.0,0.0,140.0,217.0
55003,4G,90.0,60.0,381.0,36.0,82.0,181.0
55051,4G,125.0,62.0,392.0,93.0,173.0,82.0
46270,4G,116.0,100.0,386.0,133.0,142.0,281.0
59394,3G,78.0,120.0,381.0,13.0,107.0,151.0
50434,2G,95.0,105.0,366.0,7.0,101.0,186.0
54889,4G,130.0,144.0,383.0,48.0,126.0,173.0
42860,4G,83.0,77.0,370.0,7.0,65.0,218.0
50083,4G,57.0,133.0,386.0,117.0,93.0,230.0
44125,3G,98.0,105.0,384.0,0.0,76.0,190.0
46508,3G,67.0,102.0,375.0,4.0,78.0,164.0
50626,3G,93.0,97.0,381.0,8.0,53.0,195.0
48639,3G,117.0,85.0,393.0,8.0,65.0,174.0
47987,3G,88.0,112.0,407.0,108.0,82.0,208.0
57618,4G,76.0,65.0,421.0,54.0,115.0,148.0
52178,3G,74.0,96.0,382.0,0.0,75.0,193.0
55116,4G,144.0,104.0,406.0,25.0,108.0,143.0
56235,3G,108.0,107.0,405.0,82.0,134.0,148.0
43852,3G,99.0,95.0,400.0,45.0,101.0,189.0
47610,4G,80.0,100.0,382.0,30.0,66.0,117.0
57346,3G,108.0,94.0,385.0,0.0,140.0,248.0
44711,3G,92.0,100.0,382.0,4.0,80.0,114.0
57004,4G,107.0,88.0,413.0,140.0,113.0,144.0
59839,3G,90.0,94.0,370.0,21.0,81.0,169.0
48489,4G,123.0,104.0,419.0,104.0,105.0,233.0
53272,3G,114.0,131.0,404.0,128.0,132.0,175.0
54872,4G,115.0,113.0,415.0,0.0,115.0,252.0
43227,2G,97.0,112.0,384.0,0.0,45.0,173.0
45841,4G,115.0,87.0,381.0,0.0,119.0,164.0
49775,3G,92.0,88.0,389.0,10.0,96.0,159.0
58128,4G,137.0,161.0,383.0,52.0,125.0,156.0
52062,4G,89.0,72.0,389.0,62.0,135.0,190.0
46156,3G,93.0,106.0,382.0,8.0,66.0,194.0
48466,3G,103.0,121.0,389.0,6.0,181.0,161.0
41335,3G,64.0,120.0,400.0,36.0,107.0,195.0
51238,4G,87.0,86.0,404.0,61.0,100.0,152.0
57974,3G,96.0,99.0,378.0,0.0,83.0,188.0
48970,3G,102.0,76.0,393.0,91.0,89.0,132.0
47876,4G,84.0,79.0,414.0,95.0,109.0,265.0
50067,3G,123.0,104.0,409.0,0.0,145.0,223.0
56705,2G,90.0,78.0,373.0,25.0,83.0,171.0
40830,3G,97.0,62.0,386.0,82.0,161.0,255.0
59824,4G,87.0,113.0,382.0,42.0,62.0,205.0
45965,2G,102.0,90.0,382.0,32.0,70.0,158.0
42237,2G,121.0,86.0,387.0,30.0,65.0,153.0
51386,4G,80.0,92.0,375.0,5.0,78.0,225.0
41781,3G,79.0,102.0,380.0,14.0,60.0,188.0
55075,4G,89.0,90.0,376.0,0.0,122.0,221.0
