START_TIME,GRANULARITY,ENODEB,CELL,UL_TRF,UU_TRF,RATE_RRC,RATE_ERAB,RATE_RADIO,HO_INTRA,HO_INTER,HO,DROP_RATE,RATE_CSFB,UL_PRB_AVG_RATE,DL_PRB_AVG_RATE,MAX_USERS,UL_INTERFERENCE_AVG_PRB
11/23/2017 09:00:00,15,EEIF,4485,23.340999999999998,43.276,99.67299999999999,100.0,99.67299999999999,89.583,100,92.248,0.342,100,NIL,5.64,13,-119
11/23/2017 09:00:00,15,GBHG,6176,9.435,69.75,100.0,100.0,100.0,100,100,100,0.0,100,NIL,6.992000000000001,27,-119
11/23/2017 09:00:00,15,GAGC,9092,11.972999999999999,180.96900000000002,99.81,99.87799999999999,99.68799999999999,100,NIL,100,0.0,100,NIL,8.338,30,-119
11/23/2017 09:00:00,15,EBIB,4181,68.619,655.6439999999999,99.96,99.928,99.88799999999999,98.967,97.406,98.077,0.134,97.619,NIL,56.424,184,-112
11/23/2017 09:00:00,15,HFBE,7514,33.052,346.267,100.0,100.0,100.0,98.585,98.958,98.634,0.13699999999999998,100,NIL,25.609,114,-112
11/23/2017 09:00:00,15,HIDB,7831,41.163000000000004,642.442,99.78,100.0,99.78,89.091,97.877,97.65,0.505,100,NIL,52.105,81,-111
11/23/2017 09:15:00,15,DHHG,3779,63.827,120.665,100.0,100.0,100.0,93.103,96.154,94.545,0.292,100,NIL,7.636,17,-119
11/23/2017 09:15:00,15,EBHC,4172,21.629,90.154,100.0,100.0,100.0,100,100,100,0.0,100,NIL,8.2,24,-119
11/23/2017 09:15:00,15,HGAI,7908,34.792,247.179,100.0,100.0,100.0,100,NIL,100,0.188,100,NIL,10.11,22,-119
11/23/2017 09:15:00,15,EHGD,4763,38.453,468.564,99.92,99.964,99.883,98.128,95.622,96.614,0.22899999999999998,100,NIL,45.068000000000005,90,-112
11/23/2017 09:15:00,15,EAAD,4003,32.199,295.056,99.931,100.0,99.931,100,100,100,0.0,100,NIL,19.873,51,-113
11/23/2017 09:15:00,15,IFIF,8585,55.768,789.192,99.855,100.0,99.855,84.615,98.884,98.408,0.22,100,NIL,59.748000000000005,74,-111
11/23/2017 09:30:00,15,HIBG,7819,45.148,171.555,100.0,100.0,100.0,88.764,100,93.007,0.0,100,NIL,8.193999999999999,16,-119
11/23/2017 09:30:00,15,HCID,7283,8.26,45.294,100.0,100.0,100.0,90,100,99.699,0.163,100,NIL,6.046,24,-119
11/23/2017 09:30:00,15,FFFA,5550,12.299000000000001,207.467,99.57600000000001,100.0,99.57600000000001,98.361,NIL,98.361,0.0,100,NIL,8.264,21,-119
11/23/2017 09:30:00,15,HBGF,7195,57.435,563.284,99.913,100.0,99.913,97.15,97.084,97.112,0.145,100,NIL,61.692,76,-112
11/23/2017 09:30:00,15,EGBH,4617,25.06,320.702,99.93700000000001,100.0,99.93700000000001,99.38,98.333,99.265,0.064,100,NIL,19.489,54,-112
11/23/2017 09:30:00,15,GHDI,6738,79.649,419.88599999999997,99.208,100.0,99.208,96.104,97.342,97.293,0.6509999999999999,100,NIL,38.729,72,-111
11/23/2017 09:45:00,15,GBGA,9190,19.239,108.588,99.64,100.0,99.64,92.5,100,96.512,0.0,100,NIL,6.778,13,-119
11/23/2017 09:45:00,15,BFEC,1542,9.157,74.193,99.816,99.859,99.675,100,100,100,0.0,100,NIL,7.9,27,-119
11/23/2017 09:45:00,15,GBDA,6130,22.39,299.125,99.479,99.751,99.23200000000001,97.917,NIL,97.917,0.177,100,NIL,10.905999999999999,27,-119
11/23/2017 09:45:00,15,EGBC,4912,39.933,587.564,99.87299999999999,100.0,99.87299999999999,97.035,98.261,97.78,0.139,100,NIL,49.756,86,-112
11/23/2017 09:45:00,15,IDGG,8399,19.523,304.994,99.93299999999999,100.0,99.93299999999999,99.542,100,99.601,0.067,100,NIL,21.441,50,-113
11/23/2017 09:45:00,15,HGHF,7675,46.949,381.97,99.83,100.0,99.83,98.438,97.763,97.783,0.19899999999999998,100,NIL,28.326,81,-112
11/23/2017 10:00:00,15,CAEG,2049,11.634,110.633,100.0,100.0,100.0,100,100,100,0.0,100,NIL,8.107999999999999,14,-119
11/23/2017 10:00:00,15,HGGE,7964,10.475,116.051,100.0,99.86,99.86,100,100,100,0.17800000000000002,100,NIL,11.16,23,-119
11/23/2017 10:00:00,15,GDCF,9325,46.745,282.842,99.79899999999999,100.0,99.79899999999999,100,NIL,100,0.0,100,NIL,9.783999999999999,24,-119
11/23/2017 10:00:00,15,CHGG,2766,57.251999999999995,521.9169999999999,99.917,100.0,99.917,98.309,98.24,98.27,0.091,100,NIL,55.876999999999995,143,-112
11/23/2017 10:00:00,15,FIAC,5802,24.421,335.12199999999996,100.0,100.0,100.0,98.515,94.595,97.908,0.0,100,NIL,24.699,185,-113
11/23/2017 10:00:00,15,CGCG,2626,34.193000000000005,507.585,99.95700000000001,99.96,99.917,98.507,98.271,98.279,0.635,100,NIL,38.929,89,-112
11/23/2017 10:15:00,15,GFFB,6551,6.971,181.929,100.0,100.0,100.0,89.655,100,92,0.0,100,NIL,9.594,16,-119
11/23/2017 10:15:00,15,IFDH,8537,11.037,211.50599999999997,99.839,100.0,99.839,94.444,100,99.085,0.327,100,NIL,13.6,29,-119
11/23/2017 10:15:00,15,EFCH,4527,22.272,264.98,99.63799999999999,100.0,99.63799999999999,97.959,NIL,97.959,0.0,100,NIL,9.788,23,-119
11/23/2017 10:15:00,15,GFIC,6582,59.57899999999999,702.03,99.961,100.0,99.961,99.2,97.473,98.257,0.267,100,NIL,71.771,240,-112
11/23/2017 10:15:00,15,EIGH,4897,24.320999999999998,352.76099999999997,100.0,100.0,100.0,96.552,97.656,96.89,0.0,100,NIL,23.651,184,-113
11/23/2017 10:15:00,15,GBGG,9196,47.666000000000004,318.379,99.82799999999999,100.0,99.82799999999999,96.923,97.378,97.361,0.24600000000000002,100,NIL,31.965999999999998,77,-112
11/23/2017 10:30:00,15,BCIG,1286,3.372,119.971,100.0,100.0,100.0,88.235,100,92.105,0.0,100,NIL,6.892,12,-119
11/23/2017 10:30:00,15,BDGE,1364,11.892000000000001,225.486,100.0,100.0,100.0,94.872,100,99.512,0.0,100,NIL,12.81,24,-119
11/23/2017 10:30:00,15,HIGB,7891,16.914,288.129,99.822,100.0,99.822,100,NIL,100,0.0,100,NIL,9.976,27,-119
11/23/2017 10:30:00,15,GCED,9243,50.306000000000004,828.69,99.834,100.0,99.834,98.066,98.134,98.107,0.18600000000000003,100,NIL,70.585,93,-112
11/23/2017 10:30:00,15,FGCG,5929,20.901,374.608,100.0,100.0,100.0,98.98,100,99.113,0.0,100,NIL,27.997,45,-113
11/23/2017 10:30:00,15,GBBB,9111,51.735,478.86199999999997,99.76100000000001,100.0,99.76100000000001,95.455,97.602,97.469,0.433,100,NIL,34.048,73,-112
11/23/2017 10:45:00,15,IGBA,8910,8.962,107.26299999999999,100.0,100.0,100.0,97.196,100,97.638,0.0,100,NIL,6.1160000000000005,12,-119
11/23/2017 10:45:00,15,GACE,9024,16.355,188.888,99.834,100.0,99.834,99.029,99.721,99.567,0.0,100,NIL,14.138,26,-119
11/23/2017 10:45:00,15,GIGC,9892,22.096,486.30699999999996,99.85700000000001,100.0,99.85700000000001,92.308,NIL,92.308,0.0,100,NIL,12.962,37,-119
11/23/2017 10:45:00,15,CHGB,2761,56.846000000000004,766.3839999999999,99.865,100.0,99.865,99.518,95.972,97.617,0.257,100,NIL,74.385,156,-112
11/23/2017 10:45:00,15,DFFB,3551,33.676,412.10900000000004,100.0,100.0,100.0,96.875,96.97,96.899,0.139,100,NIL,22.476999999999997,178,-113
11/23/2017 10:45:00,15,BCAA,1200,34.896,560.188,99.65100000000001,100.0,99.65100000000001,100,97.229,97.376,0.395,100,NIL,37.674,71,-112
11/23/2017 11:00:00,15,DHGB,3761,3.06,138.417,100.0,100.0,100.0,97.561,100,98.198,0.0,100,NIL,7.496,12,-119
11/23/2017 11:00:00,15,GAAG,9006,15.982000000000001,167.21099999999998,100.0,100.0,100.0,100,100,100,0.166,100,NIL,11.364,27,-119
11/23/2017 11:00:00,15,IEHA,8470,26.733,555.56,99.81299999999999,100.0,99.81299999999999,97.727,NIL,97.727,0.0,100,NIL,13.835999999999999,26,-119
11/23/2017 11:00:00,15,GHFC,9752,61.534,667.993,99.87,100.0,99.87,98.779,97.428,98.1,0.244,100,NIL,70.119,103,-112
11/23/2017 11:00:00,15,BCGH,1267,24.318,258.92,100.0,99.95299999999999,99.95299999999999,99.048,98.214,98.922,0.06,100,NIL,20.109,88,-112
11/23/2017 11:00:00,15,HABD,7013,34.17,307.642,99.95100000000001,100.0,99.95100000000001,97.03,97.957,97.902,0.484,100,NIL,27.926,73,-111
11/23/2017 11:15:00,15,EDEE,4344,8.562999999999999,198.113,100.0,100.0,100.0,97.222,100,98.214,0.0,100,NIL,12.505999999999998,15,-119
11/23/2017 11:15:00,15,ICGF,8265,26.316999999999997,183.38299999999998,100.0,100.0,100.0,100,100,100,0.0,100,NIL,12.786,30,-119
11/23/2017 11:15:00,15,DEBB,3411,23.764,307.255,100.0,99.87700000000001,99.87700000000001,100,NIL,100,0.0,100,NIL,10.464,28,-119
11/23/2017 11:15:00,15,DFFF,3555,50.083,538.7,100.0,100.0,100.0,99.391,96.636,98.055,0.209,100,NIL,55.827,192,-112
11/23/2017 11:15:00,15,GHGB,9761,29.107,332.395,99.848,100.0,99.848,99.417,97.761,99.193,0.263,100,NIL,23.612,229,-113
11/23/2017 11:15:00,15,HDHA,7370,35.013000000000005,548.918,99.59700000000001,100.0,99.59700000000001,96.61,98.438,98.29,0.166,100,NIL,43.602,71,-112
11/23/2017 11:30:00,15,IIBG,8819,8.88,179.097,100.0,100.0,100.0,95.161,100,95.775,0.0,100,NIL,10.156,15,-119
11/23/2017 11:30:00,15,BACA,1020,15.137,269.884,100.0,100.0,100.0,97.059,100,99.678,0.177,94.118,NIL,15.34,26,-119
11/23/2017 11:30:00,15,EFBE,4514,26.236,350.14099999999996,99.87100000000001,100.0,99.87100000000001,100,NIL,100,0.0,100,NIL,12.235999999999999,32,-119
11/23/2017 11:30:00,15,DBAI,3108,43.88399999999999,463.288,99.921,99.96600000000001,99.887,99.843,97.45,98.958,0.261,100,NIL,56.382,137,-112
11/23/2017 11:30:00,15,DDFB,3351,32.469,456.914,100.0,100.0,100.0,99.868,100,99.874,0.0,100,NIL,34.071,95,-112
11/23/2017 11:30:00,15,GHGE,9764,40.72,372.57599999999996,99.50399999999999,100.0,99.50399999999999,100,97.571,97.776,0.32899999999999996,100,NIL,29.396,73,-111
11/23/2017 11:45:00,15,FEFB,5451,2.7569999999999997,51.196999999999996,99.64,100.0,99.64,88,100,88.889,0.37200000000000005,100,NIL,4.698,13,-119
11/23/2017 11:45:00,15,HADD,7033,14.985999999999999,469.82,100.0,100.0,100.0,98.246,100,99.593,0.35,100,NIL,21.052,33,-119
11/23/2017 11:45:00,15,BHHF,1775,20.884,316.096,99.449,99.807,99.257,95.455,NIL,95.455,0.0,100,NIL,10.148,38,-119
11/23/2017 11:45:00,15,IEBD,8413,66.494,469.72900000000004,99.79799999999999,99.964,99.762,99.289,98.326,98.94,0.221,100,NIL,56.398,220,-112
11/23/2017 11:45:00,15,BGEB,1941,35.536,599.683,99.955,100.0,99.955,99.341,95.495,99.051,0.27399999999999997,100,NIL,42.192,228,-112
11/23/2017 11:45:00,15,GGEG,6946,35.33,386.921,99.281,99.904,99.186,100,96.059,96.437,0.342,100,NIL,29.368000000000002,74,-112
11/23/2017 12:00:00,15,CBGA,2190,3.5980000000000003,34.685,100.0,100.0,100.0,91.129,100,92.414,0.0,100,NIL,6.33,15,-119
11/23/2017 12:00:00,15,CGFB,2951,10.077,207.84099999999998,100.0,100.0,100.0,100,100,100,0.0,100,NIL,13.94,28,-119
11/23/2017 12:00:00,15,HIBB,7811,39.718,333.425,99.896,100.0,99.896,100,NIL,100,0.0,100,NIL,10.925999999999998,45,-119
11/23/2017 12:00:00,15,GGEI,6948,57.118,516.99,99.92200000000001,100.0,99.92200000000001,99.614,97.985,98.995,0.425,100,NIL,65.589,223,-112
11/23/2017 12:00:00,15,EGGE,4664,74.618,618.135,100.0,100.0,100.0,99.134,92.708,98.29,0.11800000000000001,100,NIL,35.015,254,-113
11/23/2017 12:00:00,15,ECBF,4215,47.387,493.73,99.95200000000001,100.0,99.95200000000001,100,97.559,97.797,0.268,100,NIL,37.921,77,-113
11/23/2017 12:15:00,15,IIGA,8890,3.238,62.815,99.728,100.0,99.728,90.11,100,92.174,0.0,100,NIL,6.364,15,-119
11/23/2017 12:15:00,15,CGIB,2681,20.354,260.885,99.84,100.0,99.84,98.958,100,99.696,0.0,100,NIL,17.172,30,-119
11/23/2017 12:15:00,15,GFCG,9526,62.851000000000006,489.89599999999996,99.212,100.0,99.212,98.876,NIL,98.876,0.196,100,NIL,15.204,42,-119
11/23/2017 12:15:00,15,HFDG,7539,50.303999999999995,464.718,99.868,99.962,99.83,99.499,94.213,97.614,0.18600000000000003,100,NIL,63.448,113,-112
11/23/2017 12:15:00,15,HEGI,7498,118.61399999999999,743.298,100.0,100.0,100.0,98.911,100,98.966,0.079,101.389,NIL,51.507,89,-112
11/23/2017 12:15:00,15,EEIA,4480,47.705,885.297,99.83,99.947,99.777,98.601,97.867,97.94,0.249,100,NIL,55.137,74,-112
